,id,title,combined_features
10,120467,The Grand Budapest Hotel,"the grand budapest hotel tells of a legendary concierge at a famous european hotel between the wars and his friendship with a young employee who becomes his trusted protégé. the story involves the theft and recovery of a priceless renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed europe during the first half of the 20th century. Comedy Drama hotel painting wartime gunfight theft mentorprotégérelationship european hotellobby renaissancepainting RalphFiennes TonyRevolori F.MurrayAbraham MathieuAmalric AdrienBrody WillemDafoe JeffGoldblum HarveyKeitel JudeLaw BillMurray EdwardNorton SaoirseRonan JasonSchwartzman LéaSeydoux TildaSwinton TomWilkinson OwenWilson FlorianLukas BobBalaban FisherStevens WallaceWolodarsky WarisAhluwalia LarryPine KarlMarkovics VolkerMichalowski DanielSteiner HendrikvonBültzingslöwen LisaKreuzer RainerReiners SabineUrig ClaudiaJung MatthiasMatschke PhilippSonntag HansMartinStier GiseldaVolodi NealHuff SteffenScheumann MiltonWelsh PietPaes MichaelaCaspar HeikeHanold-Lynch RoyMacready CarlSprague GoloEuler RomanBerger MichaelBenthin LucasHedges WolfgangCeczor GeorgTryphon GabrielRush HannesWegener GeraldSullivan BenHoward MarkoDyrlich JellaNiemann MarcelMazur RobertBienas OliverClaridge BernhardKremser KunichiNomura SisterAnnaRademacher Heinz-WernerJeschkowski SabineEuler RenateKlein PaulSchlase DarinDamjanow DarRonge RobinHurlstone JuttaWestphal GiselaBech BirgitMüller UrsulaKuhnt MonikaKrüger WolframNielacny JohnPeet JürgenSchwämmle FrankJacob LennartMeyer AlfredHänel ManpreetGerlach DavidAdamik MoritzHepper DavidCioffi OliverHazell BohumilVáchal EdMunro FrancescoZippel EnricoHoffmann MarieGoyette JenoOrosz GyulaLukács GeorgRittmannsperger DirkBossmann ArwinLobedann MatthiasHolfert ReinholdHegelow SteffenNixdorf ManfredLindner UweHoloubek WesAnderson"
11,26466,Triangle,"the story revolves around the passengers of a yachting trip in the atlantic ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas. Horror ocean florida autism key yacht ax ship ghostship murder timeloop maskedkiller blood storm throatslitting singlemother heavyrain axemurder caribbean attemptedstrangulation MelissaGeorge LiamHemsworth EmmaLung RachaelCarpani MichaelDorman JoshuaMcIvor HenryNixon JackTaylor BryanProbets ChristopherSmith"
12,142132,Sugar Town,"look at the lives of struggling l.a. scene rock stars follows main character, gwen, on her quest for the top. working as an assistant to a film production designer, she tries to steal her boy friend who is a music producer by offering sexual favors. the producer meanwhile is trying to orchestrate a comeback for a former glam band comprised of michael des barres, john taylor and martin kemp. rosanna arquette plays the former movie star wife of the lead singer, who is fretting because she has just been offered the role as the mother of one of the new ingenious. beverly d'angelo also shows up as a millionairess who agrees to bankroll the group, but only if she gets a roll in the hay with the lead singer. all of the career problems, including drug proclivity, are represented in this film. Comedy womandirector JohnTaylor MichaelDesBarres MartinKemp JadeGordon LarryKlein JohnDoe LucindaJenney MarionMoseley VeronicaNommenson ElenaNommenson RosannaArquette AllisonAnders KurtVoss"
13,8849,Alfie,"in manhattan, the british limousine driver alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. his best friends are his colleague marlon and his girl-friend lonette. alfie has a brief affair with lonette, and the consequences of his act forces alfie to reflect over his lifestyle. Comedy newyork cheating flirt lover olderwomanseducesyoungerguy playboy JudeLaw MarisaTomei OmarEpps JaneKrakowski RenéeTaylor JeffHarding SiennaMiller NiaLong SusanSarandon KevinRahm MaxMorris GeddeWatanabe TaraSummers SamVincenti JoYang ClaudetteMink KatherineLaNasa CharlesShyer"
14,13064,Airborne,"mitchell goosen is sixteen/seventeen year old kid from california who loves to surf and roller blade. yet, his parents, who are two zoologists were given a grant to work in australia. the only problem was: mitchell couldn't go with them. so, he gets sent to stay with his aunt, uncle, and cousin in cincinnati, ohio. when he arrives, he meets his cousin who is also his new roommate for the next six months: wiley. mitchell then goes to school and gets on the bad side the high school hockey players. mitchell and wiley end up enduring weeks of torture from the guys. then, the big guys and mitchell and wiley have to learn to get along to try to beat the central high school rivals in a competition down devil's backbone Action Adventure Comedy sport rollerblade ShaneMcDermott SethGreen BrittneyPowell ChrisConrad EdieMcClurg PatrickThomasO'Brien AlannaUbach JacobVargas DanielBetances DavidBetances JimJansen LouanGideon JackBlack RobBowman"
15,10844,Out of the Blue,"ordinary people find extraordinary courage in the face of madness. on 13–14 november 1990 that madness came to aramoana, a small new zealand seaside town, in the form of a lone gunman with a high-powered semi-automatic rifle. as he stalked his victims the terrified and confused residents were trapped for 24 hours while a handful of under-resourced and under-armed local policemen risked their lives trying to find him and save the survivors. based on true events. Drama newzealand gunrampage police independentfilm neighbor personrunningamok DennisHopper RaymondBurr SharonFarrell LindaManz DonGordon DennisHopper"
16,11469,Black Knight,"martin lawrence plays jamal, an employee in medieval world amusement park. after sustaining a blow to the head, he awakens to find himself in 14th century england. Adventure Comedy Fantasy england blackpeople medallion castle timetravel leapintime knight impostor king middleages imposture medievaltimes MartinLawrence MarshaThomason TomWilkinson VincentRegan DarylMitchell MichaelCountryman KevinConway ErikJensen IsabellO'Connor JohnCronin GilJunger"
17,17287,Poultrygeist: Night of the Chicken Dead,"humans... the other white meat... unless you're black, then it's dark meat... or if you are asian, then it's yellow meat... or if you are native american, it's red meat... Horror Comedy musical zombie JasonYachanin KateGraham AllysonSereboff RobinL.Watkins JoshuaOlatunde CalebEmerson RoseGhavami KhalidRivera JoeFleishaker LloydKaufman DebbieRochon GabrielFriedman CharlotteKaufman JohnKaryus RonJeremy LloydKaufman"
18,8953,Steamboy,"after receiving a package from his grandfather, rei, a young inventor living in england during the mid-19th century, has his life thrown into disarray. the package contains a ""steam ball"", a device of incredible power, and a letter asking him to guard it. rei must evade capture from the nefarious ""o'hara foundation"" who will do anything to steal the device and use it for their own nefarious means. Animation Fantasy ScienceFiction england inventor ball boy industrialrevolution kugel steampunk energy 19thcentury steam AnneSuzuki MasaneTsukayama KatsuoNakamura ManamiKonishi KiyoshiKodama IkkiSawamura SusumuTerajima KatsuhiroŌtomo"
19,2567,The Aviator,"a biopic depicting the life of filmmaker and aviation pioneer howard hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder. Drama ladykiller pilot biography womanizer aviation phobia u.s.congress flyingboat testflight LeonardoDiCaprio CateBlanchett KateBeckinsale JohnC.Reilly AlecBaldwin AlanAlda IanHolm JudeLaw KelliGarner DannyHuston BrentSpiner WillemDafoe GwenStefani AdamScott MattRoss FrancesConroy StanleyDeSantis KeithCampbell AmySloan KevinO'Rourke NellieSciutto EdwardHerrmann KennethWelsh J.C.MacKenzie JacobDavich SamHennings VinceGiordano JasonCavalier RufusWainwright LoudonWainwrightIII MarthaWainwright AlDubois JohnKoensgen HarryStandjofski JosieMaran JoeChrest JustinShilton ArthurHolden JosephP.Reidy StéphaneDemers YvesJacques ChrisUfland SebastianTillinger JamesBradford FrancescaScorsese AlanToy JoeCobden LindaSmith DavidPurdham AlanFawcett LisaBronwynMoore EmmaCampbell VincentLaresca MattHolland DennisStJohn AlVandecruys JamesRae KathleenMcAuliffe TerryHaig DanielleFranke MeghanElizabeth ElizabethDeCicco ElisaDyann IsabelleChampeau AlCoronel MartinScorsese"
20,52032,My Dog Tulip,the story of a man who rescues a german shepherd and how the two become fast friends. Animation Comedy Drama humananimalrelationship dog germanshepherd womandirector ChristopherPlummer LynnRedgrave IsabellaRossellini PeterGerety BrianMurray PaulHecht EuanMorton PaulFierlinger SandraFierlinger
21,193610,The Other Woman,"after discovering her boyfriend is married, carly soon meets the wife he's been cheating on. and when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing sob. Comedy Romance infidelity revenge unfaithfulboyfriend woman sittingonatoilet publictoilet maritalinfidelity laxative unfaithfulhusband CameronDiaz LeslieMann KateUpton DonJohnson NikolajCoster-Waldau TaylorKinney NickiMinaj AlyshiaOchse DavidThornton KennethMaharaj VictorCruz MadisonMcKinley OliviaCulpo ChelseaTurnbo BrookeStacyMills AshleyCusato NickCassavetes"
22,312221,Creed,"the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson, the son of his late friend and former rival apollo creed. Drama underdog sport spinoff undergroundfighting motivationalspeaker boxing MichaelB.Jordan SylvesterStallone GrahamMcTavish TessaThompson PhyliciaRashād HansMarrero WillBlagrove TonyBellew RitchieCoster Jacob'Stitch'Duran MalikBazille WoodHarris GabeRosado BuddyOsborn RupalPujara LievSchreiber AndreWard Ricardo'Padman'McGill BrianAnthonyWilson JoeyEye JohannaTolentino ToneTrump KashGoins MichaelBarker ClareO'Malley KevinKingTempleton RoyJamesWilson MauricioOvalle MarkSmith JosueRivera DerrickWebster MannyAyala AnthonyMartins RicardoVera ShawnClark ChristianD.Ellison FrankPesce RobertSale RichardLyntton KathleenM.Deegan MarquiseNoel ElvisGrant MaxKellerman JimLampley MichaelBuffer MichaelWilbon TonyKornheiser HannahStorm AlexHenderson KhareemHinton NoahCoogler NelsonBonilla TroyFaruk AngelaDavis ClaireBronson DeborahIngersoll RobertDouglas TroyK.Weston LudwigGöransson MosesSumney KennethMartin JermaineHolt HoraceKnight SliLewis BrionnaMariaLynch JalilJayLynch ZedricHarris ChristopherJonGombos JeffWard TerryLeeFieldsII ChandraAnderson MariaBreyman StephanieDamiano KerryDutka RyanCoogler"
23,12289,Red Cliff,"in the early third century, the land of wu is invaded by the warlord cao cao and his million soldiers. the ruler of wu, sun quan, calls on the rival warlord liu bei for help, but their two armies are still badly outnumbered. however, the wu strategist zhou yu sees that cao cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly. Adventure Drama Action flamingarrow chinesehistory strategy carrierpigeon spearthrowing walloffire whitedove casualtyofwar arrowinback chinesetradition chinesepainting brokenarrow ChangChen HuJun TonyLeungChiu-Wai TakeshiKaneshiro SongJia ZhaoWei ZhangFengyi LinChi-Ling ShidouNakamura YouYong HouYong TongDawei BaSenZhaBu ZangJinsheng ZhangShan WangQingxiang WangHui XieGang ShiXiao-Hong XuFeng-Nian GuoChao HuXiaoguang CuiYu-Gui JiangTong MaJingjing YiZhen JiaHong-Wei ZhaoCheng-Shun JohnWoo"
24,192102,3 Days to Kill,"a dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. but first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town. Action Drama Thriller Crime retirement secretservice illegaldrugs KevinCostner AmberHeard HaileeSteinfeld ConnieNielsen TómasLemarquis RichardSammel MarcAndréoni BrunoRicci JonasBloquet EriqEbouaney JoakhimSigue AlisonValence BigJohn MichaëlVander-Meiren PaoloCalia XavierLemaître McG"
25,139948,Burn,"a character-driven, action-packed documentary about detroit, told through the eyes of the detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead. Foreign Documentary michigan crisis firefighting detroit womandirector DonaldAustin Brendan""Doogie""Milewski DaveParnell TomPutnam BrennaSanchez"
26,293863,The Age of Adaline,"after 29-year-old adaline recovers from a nearly lethal accident, she inexplicably stops growing older. as the years stretch on and on, adaline keeps her secret to herself until she meets a man who changes her life. Fantasy Drama Romance sanfrancisco immortality love forever BlakeLively MichielHuisman HarrisonFord EllenBurstyn KathyBaker AmandaCrew LyndaBoyd RichardHarmon FulvioCecere AnjaliJay HiroKanagawa PeterJ.Gray IzabelPearce CateRichardson JaneCraven NoelJohansen AaronCraven PrimoAllon DarrenDolynski ChrisWilliamMartin MarkGhanimé ShakerPaleja DanielBacon BarclayHope RobertMoloney LaneEdwards HughRoss TobyLevins AnthonyIngruber KeithMcCafferty SergeHoude AlisonWandzura DemordDann GraceChin DeeJayJackson LeeTolandKrieger"
27,16028,They,"after witnessing a horrific and traumatic event, julia lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. and what's worse, it might be coming back to get her.. Horror Thriller suicide asylum nightmare darkness supernatural suspense LauraRegan MarcBlucas EthanEmbry DagmaraDomińczyk JonAbrahams DesireeZurowski AlexanderGould MarkHildreth JonathanCherry JessicaAmlee JayBrazeau L.HarveyGold DavidAbbott JodelleFerland ColinFoo RobertHarmon"
28,7451,xXx,"xander cage is your standard adrenaline junkie with no fear and a lousy attitude. when the us government ""recruits"" him to go on a mission, he's not exactly thrilled. his mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic yorgi. Action Adventure Thriller sportscar biologicalweapon coldwar russian prague mission athlete nsaagent adrenalinejunkie thrillseeker VinDiesel AsiaArgento SamuelL.Jackson DannyTrejo LeilaArcieri MartonCsokas MichaelRoof RichyMüller WernerDaehn JanPavelFilipensky TomEverett ThomasIanGriffith Eve JoeBucaroIII ChrisGann MartinHub PetrJáklml. WilliamHope TedMaynard DavidAsman RobCohen"
29,9095,Mary Reilly,"a housemaid falls in love with dr. jekyll and his darkly mysterious counterpart, mr. hyde. Drama Horror Thriller Romance servant monster laboratory jekyllandhyde housemaid 19thcentury JuliaRoberts JohnMalkovich GeorgeCole MichaelGambon GlennClose KathyStaff MichaelSheen BronaghGallagher LindaBassett CiaránHinds HenryGoodman StephenFrears"
30,12602,The Torture Chamber of Dr. Sadism,"in the olden tymes, count regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life. Mystery Horror History snake cut-offarm pit revitalization descendant count surrealism LexBarker ChristopherLee KarinDor CarlLange ChristianeRücker VladimirMedar DieterEppler HaraldReinl"
31,102651,Maleficent,"the untold story of disney's most iconic villain from the 1959 classic 'sleeping beauty'. a beautiful, pure-hearted young woman, maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. bent on revenge, maleficent faces an epic battle with the invading king's successor and, as a result, places a curse upon his newborn infant aurora. as the child grows, maleficent realizes that aurora holds the key to peace in the kingdom - and to maleficent's true happiness as well. Fantasy Adventure Action Family Romance fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d AngelinaJolie ElleFanning SharltoCopley SamRiley JunoTemple ImeldaStaunton LesleyManville BrentonThwaites IsobelleMolloy MirandaRichardson JamieSives TobyRegbo KennethCranham HannahNew EllaPurnell SarahFlind JacksonBews AngusWright OliverMaltman GaryCargill JohnO'Toole HarryAttwell AnthonyMay JamesHicks StephanChase MarkCaven ChrisLeaney JamieMaclachlan VivienneJolie-Pitt EleanorWorthington-Cox JohnMacMillan TimTreloar PeterG.Reed MaramaCorlett LiamMcKenna StevenCree SandyFox JanetMcTeer KarenAnderson LascoAtkins JamesAyling LauraBlack Sophie-AnnaBrough AlfredCamp RafCross NickDonald TerriDouglas DamonDriver JoshDyer StephanieElstob EllisFuller CraigGarner AlexanderGillison VictoriaGugenheim DanielHarland KaraLilyHayworth JohnHeartstone MattHookings CraigIzzard CeriJerome ZaharaJolie-Pitt LeeEdwardJones HrvojeKlecz AlexMarek JoãoCostaMenezes KarenMkrtchyan MatthewJohnMorley StevenJohnNice EddOsmond JoOsmond AndrewJamesPorter GuyPotter MarcRolfe JdRoth-round JulianSeager PeterStacey DanielStisen RichardSummers-Calvert LeoSuter TomSwacha DanielWestwood ChristianWolf-La'Moy RobertStromberg"
32,184,Jackie Brown,"jackie brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. when the cops try to use jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. based on elmore leonard's novel “rum punch”. Comedy Crime Romance airport underworld armsdeal weapon police drug PamGrier SamuelL.Jackson RobertForster BridgetFonda MichaelKeaton RobertDeNiro MichaelBowen ChrisTucker LisaGayHamilton TomListerJr. SidHaig AimeeGraham TangieAmbrose T'KeyahCrystalKeymah VanessiaValentino DianaUribe ElizabethMcInerney ColleenMayne LauraLovelace ChristineLydon JuliaErvin JulietLong MichelleBerube CandiceBriese GaryMann JeffreyDeedrick RoyNesvold HerbertHansWilmsen HattieWinston MaryAnnSchmidt GlendonRich EllisE.Williams QuentinTarantino"
33,10313,The Men Who Stare at Goats,"a reporter in iraq might just have the story of a lifetime when he meets lyn cassady, a guy who claims to be a former member of the u.s. army's new earth army, a unit that employs paranormal powers in their missions. Comedy War vietnamveteran kuwait newage staringcontest druguse paranoidfantasy hippielifestyle GeorgeClooney EwanMcGregor JeffBridges KevinSpacey RobertPatrick StephenLang WaleedZuaiter StephenRoot GlennMorshower NickOfferman TimGriffin RebeccaMader JacobBrowne ToddLawsonLaTourrette BradGrunberg ElsaVillafane FawadSiddiqui SamuelRayGates McCalebBurnett RobertCurtisBrown HrachTitizian ShafikN.Bahou ChristopherMaher MattNewton KevinWiggins JJRaschel ArronShiver JaimeMargarida WilliamSterchi DrewSeltzer DonnLamkin SeanCurley Michael-DavidAragon MorseBicknell KevinGeer GrantHeslov"
34,37233,The Firm,"mitch mcdeere is a young man with a promising future in law. about to sit his bar exam, he is approached by 'the firm' and made an offer he doesn't refuse. seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. then, two associates are murdered. the fbi contact him, asking him for information and suddenly his life is ruined. he has a choice - work with the fbi, or stay with the firm. either way he will lose his life as he knows it. mitch figures the only way out is to follow his own plan... Drama Mystery Thriller fbi law tennessee lawyer lawfirm barexam TomCruise JeanneTripplehorn GeneHackman HollyHunter EdHarris HalHolbrook JerryHardin DavidStrathairn TerryKinney WilfordBrimley SullivanWalker GaryBusey StevenHill MargoMartindale PaulSorvino JoeViterelli JerryWeintraub TobinBell DeanNorris BarbaraGarrick JonathanKaplan JohnBeal SydneyPollack"
35,595,To Kill a Mockingbird,"in a small alabama town in the 1930s, scrupulously honest and highly respected lawyer, atticus finch puts his career on the line when he agrees to represent tom robinson, a black man accused of rape. the trial and the events surrounding it are seen through the eyes of finch's six-year-old daughter, scout. while robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: scout's ever-strengthening bond with older brother, jem, her friendship with precocious young dill harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially scout's reactions to, and relationship with, boo radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot. Crime Drama blackpeople basedonnovel brothersisterrelationship becominganadult isolation arbitrarylaw sociallydeprivedfamily treehouse wrongaccusal farmworker intolerance exclusion courtcase defence rightandjustice court child GregoryPeck BrockPeters JamesAnderson MaryBadham PhillipAlford JohnMegna EstelleEvans CollinWilcoxPaxton FrankOverton RosemaryMurphy RuthWhite RobertDuvall PaulFix AliceGhostley WilliamWindom CrahanDenton RichardHale R.L.Armstrong EddieBaker BobbyBarber DannyBorzage JohnBreen JessCavin SteveCondit DavidCrawford FrankEllis CharlesFredericks HermanHack JesterHairston ChuckHamilton KimHamilton MichaelJeffers DickJohnstone ColinKenny EthanLaidlaw NancyMarshall CharlesMorton PauleneMyers WilliamH.O'Brien JoePloski HughSanders MabelSmaney CapSomers GeorgeSowards RaySpiker KimStanley KellyThordsen ArthurTovey SailorVincent MaxWagner BillWalker JoeWalls DanWhite GuyWilkerson ChalkyWilliams AudreyBetz RobertMulligan"
36,20083,Shinjuku Incident,"iron zhao aka steelhead, a truck repairman from china's northeast, and settles down as an illegal immigrant in tokyo. after a series of run-ins with the yakuza, he rises to power as the don of chinese illegal immigrants. however, things get out of control when he's foolish enough to believe in clean getaways in a world that offers none, and soon comes to seal his own fate. Drama Action Thriller Crime drugstealing yakluza shinjuku criminalsyndicate taiwanese JackieChan NaotoTakenaka DanielWu XuJinglei FanBingbing MasayaKato TôruMinegishi KenyaSawada HiroyukiNagato YasuakiKurata LamSuet KenLo JackKaoKuo-Hsin ChinKa-Lok PaulChunPui DerekYeeTung-Sing"
37,78814,We Have Your Husband,"american-born jayne valseca, her husband eduardo, the son of a legendary mexican newspaper publisher, and their two children live an idyllic life on their 1,000 acre ranch outside of a peaceful mexico town. but in the summer of 2007, their peaceful life is turned into a real-life nightmare when eduardo is ambushed and kidnapped by strangers. with kidnapping becoming a pervasive and lucrative business in mexico, jayne is at the mercy of the kidnappers when they demand millions for the husband's safe release. she's pushed to the limit to do everything she possibly can to raise the money necessary to bring eduardo back alive. as eduardo is starved and tortured, he looses hope of ever seeing his family again but despite the dire and bleak times, jayne refuses to give up and decides to turn the tables on the kidnappers and makes demands of her own. the film is based on a true story from the book, we have your husband: one woman's terrifying story of a kidnapping in mexico. TVMovie Crime Drama Thriller TeriPolo EsaiMorales NicholasGonzalez Oliviad'Abo WilliamR.Moses DannyMora GizzaElizondo NikkiHahn MarcoRodríguez JavierGrajeda JulianAcosta InaBarron MiguelAngelCaballero MarcosDeSilvas JoeyAnaya EricBross"
