,id,title,combined_features
10,9903,The Hoax,"in what would cause a fantastic media frenzy, clifford irving sells his bogus biography of howard hughes to a premiere publishing house in the early 1970s. Comedy Drama flying 1970s falseidentity biography RichardGere AlfredMolina MarciaGayHarden HopeDavis JulieDelpy StanleyTucci DavidAaronBaker MamieGummer ZeljkoIvanek EliWallach MykWatford JohnBedfordLloyd PeterMcRobbie JohnCarter JamesBiberi ChristopherEvanWelch RaulJuliaJr. JudiBarton MiltonBuras OkwuiOkpokwasili BobWiltfong WilliamFowle CarltonWilborn AntonieKnoppers SteveBuck EricYellin JohnRothman LasseHallström"
11,9292,Hudson Hawk,"eddie hawkins, called hudson hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. but then the crazy mayflower couple blackmail him to steal some of the works of leonardo da vinci. if he refuses, they threaten to kill his friend tommy. Action Adventure Comedy vatican leonardodavinci painting masterthief BruceWillis DannyAiello AndieMacDowell JamesCoburn RichardE.Grant SandraBernhard DavidCaruso FrankStallone MichaelLehmann"
12,46829,Barney's Version,"the picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt barney panofsky. Comedy Drama suicide jealousy canada independentfilm politicallyincorrect PaulGiamatti DustinHoffman RosamundPike MinnieDriver RachelleLefevre MachaGrenon MarkAddy AnnaHopkins ScottSpeedman BrittanyDrisdelle RichardJ.Lewis"
13,285,Pirates of the Caribbean: At World's End,"captain barbossa, long believed to be dead, has come back to life and is headed to the edge of the earth with will turner and elizabeth swann. but nothing is quite as it seems. Adventure Fantasy Action ocean drugabuse exoticisland eastindiatradingcompany loveofone'slife traitor shipwreck strongwoman ship alliance calypso afterlife fighter pirate swashbuckler aftercreditsstinger JohnnyDepp OrlandoBloom KeiraKnightley StellanSkarsgård ChowYun-fat BillNighy GeoffreyRush JackDavenport KevinMcNally TomHollander NaomieHarris JonathanPryce KeithRichards LeeArenberg MackenzieCrook GregEllis DavidBailie MartinKlebba DavidSchofield LaurenMaher VanessaBranch AngusBarnett GilesNew ReggieLee DominicScottKay TakayoFischer DavidMeunier Ho-KwanTse AndyBeckwith PeterDonaldBadalamentiII ChristopherS.Capp KeithRichards HakeemKae-Kazim GhassanMassoud GoreVerbinski"
14,26379,Paa,"he suffers from a progeria like syndrome. mentally he is 13 but physically he looks 5 times older. in spite of his condition, auro is a very happy boy. he lives with his mother vidya, who is a gynaecologist. amol is young, progressive politician. he is a man with a mission. auro is amol's son. paa is a 'rare' story about a father-son, son-father relationship. Drama Family Foreign AmitabhBachchan AbhishekBachchan VidyaBalan PareshRawal ArundathiNag SwiniKhera JayaBachchan"
15,50848,The Names of Love,"bahia benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. generally, it works pretty well. until the day she meets arthur martin, a discreet forty-something who doesn't like taking risks. she imagines that with a name like that, he's got to be slightly fascist. but names are deceitful and appearances deceiving.. Drama Comedy Romance femalenudity political votingresults JacquesGamblin SaraForestier ZinedineSoualem JacquesBoudet CaroleFranck MichèleMoretti JuliaVaidis-Bogard NabilMassad ZakariyaGouram AdrienStoclet CamilleGigot LauraGenovino RoseMarit YannGoven CamilleChalons DelphineBaril MichelLeclerc"
16,47546,I Want Your Money,"two versions of the american dream now stand in sharp contrast. one views the money you earned as yours and best allocated by you; the other believes that an elite in washington knows best how to allocate your wealth. one champions the traditional american dream, which has played out millions of times through generations of americans, of improving one's lot in life and even daring to dream and build big. the other holds that there is no end to the ""good"" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. the documentary film i want your money exposes the high cost in lost freedom and in lost opportunity to support a leviathan-like bureaucratic state. Documentary"
17,157849,A Most Wanted Man,"when a half-chechen, half-russian, tortured half-to-death immigrant turns up in hamburg's islamic community, laying claim to his father's ill gotten fortune, both german and us security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist? Thriller terror muslim intelligence immigrant torture surveillance security PhilipSeymourHoffman RachelMcAdams RobinWright DanielBrühl WillemDafoe GrigoriyDobrygin NinaHoss MartinWuttke KostjaUllmann RainerBock VickyKrieps HomayounErshadi MehdiDehbi NeilMalikAbdullah FranzHartwig VedatErincin DeryaAlabora TamerYigit RenéLay HerbertGrönemeyer GeorgEbinal BernhardSchütz JessicaJoffe ImkeBüchel UrsinaLardi UweDagBerlin CorinnaKropiunig MaxVolkertMartens AntonCorbijn"
18,283384,The Calling,detective hazel micallef hasn't had much to worry about in the sleepy town of port dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling. Thriller seriesofmurders SusanSarandon GilBellows EllenBurstyn TopherGrace DonaldSutherland ChristopherHeyerdahl EllaBallentine KristinBooth KatyBreier AmandaBrugel ShaneDaly DarrenJosephs CourtneyLyons JaneMoffat PaulinoNunes KevinParent JanineParkinson JonathanWatton TedWhittall JohnRalston NatalieRadford AlexPoch-Goldin JaneJohanson JoanMassiah JasonStone
19,10781,The Texas Chainsaw Massacre: The Beginning,"chrissie and her friends set out on a road trip for a final fling before one is shipped off to vietnam. along the way, bikers harass the foursome and cause an accident that throws chrissie from the vehicle. the lawman who arrives on the scene kills one of the bikers and brings chrissie's friends to the hewitt homestead, where young leatherface is learning the tools of terror. Horror massmurder plannedmurder chainsaw sadism knife psychopath prequel murder gore serialkiller blood leatherface slaughterhouse slasher chainsaw torture cruelty seriesofmurders violence cannibal severedfoot severedhand JordanaBrewster TaylorHandley DioraBaird MattBomer R.LeeErmey LewTemple AndrewBryniarski TimDeZarn LeeTergesen CyiaBatten TerrenceEvans MariettaMarich JonathanLiebesman"
20,8835,Legally Blonde,"elle woods has it all. she's the president of her sorority, a hawaiian tropic girl, miss june in her campus calendar, and, above all, a natural blonde. she dates the cutest fraternity boy on campus and wants nothing more than to be mrs. warner huntington iii. but, there's just one thing stopping warner from popping the question: elle is too blonde. Comedy harvardlawschool blackfemalejudge smartblonde girlpower ReeseWitherspoon LukeWilson SelmaBlair MatthewDavis VictorGarber JenniferCoolidge HollandTaylor AliLarter JessicaCauffiel AlannaUbach OzPerkins LindaCardellini MeredithScottLynn RaquelWelch GregSerano JohnCantwell BruceThomas CorinneReilly VictoriaMahoney JodiHarris LaceyBeeman RobertLuketic"
21,10461,Get Carter,"remake of the michael caine classic. jack carter, a mob enforcer living in las vegas, travels back to his hometown of seattle for his brother's funeral. during this visit, carter realizes that the death of his brother was not accidental, but a murder. with this knowledge, carter sets out to kill all those responsible. Action Drama Thriller Crime ritual pornographicvideo carcrash dvd SylvesterStallone MirandaRichardson RachaelLeighCook MickeyRourke JohnnyStrong RhonaMitra JohnC.McGinley AlanCumming MichaelCaine GretchenMol JohnCassini CrystalLowe MarkBooneJunior TylerLabine TomSizemore StephenT.Kay"
22,244316,Into the Grizzly Maze,two estranged brothers reunite at their childhood home in the alaskan wild. they set out on a two-day hike and are stalked by an unrelenting grizzly bear. Action Horror Thriller grizzlybear wilderness forest alaska survival bear JamesMarsden ThomasJane PiperPerabo ScottGlenn MichaelaMcManus BillyBobThornton AdamBeach KellyCurran ReeseAlexander LuisaD'Oliveira SeanO.Roberts BillCroft MarielBelanger MarkAcheson MichaelJonsson PatrickSabongui GarryChalk AlvinSanders SarahDesjardins CarsonReaume SethIsaacJohnson DavidHackl
23,584,2 Fast 2 Furious,"it's a major double-cross when former police officer brian o'conner teams up with his ex-con buddy roman pearce to transport a shipment of ""dirty"" money for shady miami-based import-export dealer carter verone. but the guys are actually working with undercover agent monica fuentes to bring verone down. Action Crime Thriller miami carrace sportscar losangeles car automobileracing PaulWalker TyreseGibson EvaMendes ColeHauser Ludacris JamesRemar DevonAoki ThomBarry AmauryNolasco MichaelEaly JinAu-Yeung MarkBooneJunior MoGallini Roberto'Sanz'Sanchez JohnCenatiempo EricEtebari NealH.Moritz EdwardFinlay TroyBrown CoreyMichaelEubanks SammyMaloof TroyRobinson JosePerez SincerelyA.Ward NievecitaDubuque TequillaHill BettinaHuffer PhuongTuyetVo FeleciaRafield MateoHerreros Walter'Duke'Foster ZacharyL.Mann KerryRossall MarcMacaulay CobetteHarper LimaryAgosto TonyBolano TaraCarroll MarianneM.Arreaga TamaraJones JohnSingleton"
24,22314,In Too Deep,a fearless cop is taking on a ruthless crimelord. he knew the risks. he just didn't know how far he would have to go. Drama Action Thriller Crime OmarEpps LLCoolJ NiaLong StanleyTucci HillHarper JakeWeber PamGrier RichardBrooks DavidPatrickKelly HassanJohnson MichaelRymer
25,9042,The Cave,"after a group of biologists discovers a huge network of unexplored caves in romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best american team of underwater cave explorers in the world. while exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain. Action Adventure Horror Thriller fall burnedalive violence diver swimwear ColeHauser EddieCibrian MorrisChestnut LenaHeadey PiperPerabo RickRavanello DanielDaeKim KieranDarcy-Smith MarcelIureș VladRadescu SimonKunz DavidKennedy AlinPanc ZoltanButuc BrianSteele BruceHunt"
26,302156,Criminal,"bill pope is a cia agent on a mission in london tracking down a shadowy hacker nicknamed ""the dutchman."" when he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict jericho stewart. when he wakes up with the cia agent's memories, his mission is to find the dutchman and eliminate him before the hacker launches icbm's and starts world war iii. but complications soon arise and the mission turns personal. Action cia memory convict implant KevinCostner GaryOldman TommyLeeJones RyanReynolds JordiMollà GalGadot MichaelPitt AmauryNolasco AliceEve AntjeTraue ScottAdkins LaraDecaro FreddyBosche EmmanuelImani HarryHepple DougCockle ColinSalmon SteveNicolson SopeDirisu GisellaMarengo MarkKempner MichaelBodie JoshuaJames SamanthaCoughlan DannyWebb DavidAvery JoeFidler MichaelWebber KatharineGwen RichardReid KellyClare JoannaBrookes MatthewSteer AndrewByron ElizabethRoss JamesRichardMarshall HenryGarrett TimWoodward LotteSpringRice NathanOsgood SarahMiddleton DragosSavulescu TamerDoghem PriyangaBurford DianaDimitrovici AminaZia RioFredrikaDebolla StevenBrand NatalieMarieAmes PiersMorgan LucaGiorgioMaggiora MarkSmith LouisTamone SophieRoss SamuelTurnerO'Toole MarkUnderwood IanBurfield NatalieBurn JamieBenChambers MichaelChapman AnastasiaHarrold DanielWestwood ArielVromen"
27,330,The Lost World: Jurassic Park,"four years after jurassic park's genetically bred dinosaurs ran amok, multimillionaire john hammond shocks chaos theorist ian malcolm by revealing that hammond has been breeding more beasties at a secret location. malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller. Adventure Action ScienceFiction exoticisland dna paleontology tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror JeffGoldblum JulianneMoore PetePostlethwaite RichardAttenborough VinceVaughn ArlissHoward VanessaLeeChester JosephMazzello ArianaRichards StevenSpielberg PeterStormare CamillaBelle ThomasRosales,Jr. ThomasF.Duffy RichardSchiff HarveyJason IanAbercrombie BrianTurk KatyBoyer ColtonJames LarryGuardino EliRoth EliRoth StevenSpielberg"
28,310,Bruce Almighty,"bruce nolan toils as a ""human interest"" television reporter in buffalo, n.y. despite his high ratings and the love of his beautiful girlfriend, grace, bruce remains unfulfilled. at the end of the worst day in his life, he angrily ridicules god -- and the almighty responds, endowing bruce with all of his divine powers. Fantasy Comedy christianity moon responsability moses streetgang lovesickness journalism newlove faith prayer god carcrash JimCarrey JenniferAniston PhilipBakerHall CatherineBell LisaAnnWalter SteveCarell NoraDunn PaulSatterfield MorganFreeman EddieJemison DonDowe TomShadyac"
29,10034,High Heels and Low Lifes,a nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. she and the friend then conspire to blackmail the robbers for $2 million. Action Crime Comedy nurse blackmail teacher bestfriend bankrobbery MinnieDriver MaryMcCormack KevinMcNally DannyDyer MichaelGambon DarrenBoyd MarkWilliams SimonScardifield LenCollin JanePartridge RanjitKrishnamma BenWalden MarkMeadows DannyBabington KevinEldon JulianWadham JohnSessions PaulBrown MichaelAttwell JasonGriffiths MelSmith
30,10395,Wolf,publisher will randall becomes a werewolf and has to fight to keep his job. Fantasy adultery heal bite werewolf JackNicholson ChristopherPlummer JamesSpader MichellePfeiffer KateNelligan RichardJenkins EileenAtkins DavidHydePierce OmPuri RonRifkin PrunellaScales BrianMarkinson PeterGerety AllisonJanney DavidSchwimmer MikeNichols
31,10944,In the Cut,"following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in new york city--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison. soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own. Mystery Thriller eroticism suspense womandirector MegRyan MarkRuffalo JenniferJasonLeigh NickDamici HeatherLitteer KevinBacon JaneCampion"
32,11667,Street Fighter,"col. guile and various other martial arts heroes fight against the tyranny of dictator m. bison and his cohorts. Action Adventure Thriller dictator martialarts hostage liberationofhostage hostage-taking streetfighter unitednations basedonvideogame Jean-ClaudeVanDamme RaúlJuliá Ming-NaWen DamianChapa KylieMinogue WesStudi ByronMann RoshanSeth GrandL.Bush JayTavare SimonCallow AndrewBryniarski MiguelA.Núñez,Jr. RobertMammone StevenE.deSouza"
33,57089,Hoodwinked Too! Hood VS. Evil,"red riding hood is training in the group of sister hoods, when she and the wolf are called to examine the sudden mysterious disappearance of hansel and gretel. Comedy Animation Family witch wolf littleredridinghood sequel computeranimation goat aftercreditsstinger duringcreditsstinger HaydenPanettiere BillHader JoanCusack PatrickWarburton GlennClose DavidOgdenStiers AmyPoehler CoryEdwards MartinShort BradGarrett AndyDick DavidAlanGrier CheechMarin TommyChong PhilLaMarr MikeDisa"
34,238603,Earth to Echo,"after a construction project begins digging in their neighborhood, best friends tuck, munch and alex inexplicably begin to receive strange, encoded messages on their cell phones. convinced something bigger is going on, they go to their parents and the authorities. when everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. but taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. the epic, suspenseful and exciting journey that follows will change all of their lives forever. Family Adventure ScienceFiction alien foundfootage TeoHalm Astro ResseHartwig EllaWahlestedt JasonGray-Stanford AlgeeSmith CassiusWillis SonyaLeslie KerryO'Malley VirginiaLouiseSmith PeterMacKenzie ValerieWildman RogerHewlett MaryPatGleason MarilynGiacomazzi FrankLloyd ChrisWylde BrookeDillman MykWatford TiffanyEspensen IsraelBroussard DrakeKemper SaraArrington ArthurDarbinyan MichaelLeeMerrins SeanCarroll Echo DaveGreen"
35,874,A Man for All Seasons,a man for all seasons is the filmed version of the life of thomas more. an english man comes to sir thomas more to ask if he can divorce his wife since king henry viii has made it illegal. sir thomas more stands up in opposition to the king even though he knows he’s risking his own life. an award winning film from 1966. Drama History england pope beheading deathpenalty thomasmore protestantchurch thomascromwell oath henryviii PaulScofield WendyHiller LeoMcKern RobertShaw OrsonWelles SusannahYork NigelDavenport JohnHurt CorinRedgrave ColinBlakely CyrilLuckham JackGwillim ThomasHeathcote VanessaRedgrave YoothaJoyce AnthonyNicholls EiraHeath MollyUrquhart PaulHardwick MichaelLatimer PhilipBrack MartinBoddey MattZimmerman EricMason JohnNettleton FredZinnemann
36,265208,Wild Card,"when a las vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing. Thriller Crime Drama gambling bodyguard remake JasonStatham MichaelAngarano MiloVentimiglia DominikGarcía-Lorido AnneHeche SofíaVergara MaxCasella JasonAlexander HopeDavis StanleyTucci FrançoisVincentelli MichaelPapajohn ChrisBrowning MatthewWillig DaveniaMcFadden JeanClaudeLeuyer GreiceSanto FreddiePoole NickEpper LaraGrice D'ArcyAllen ShannaForrestall LeePerkins AngelaKerecz KyleRussellClements SimonWest"
37,61337,Critical Care,"werner ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. but are they really fighting over their father's care, or over his $10 million estate? meanwhile, werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. can werner sidestep the hospital's legal team and do what's best for the patient? Comedy Drama nun satire hospital halfsister JamesSpader KyraSedgwick HelenMirren AlbertBrooks AnneBancroft WallaceShawn JeffreyWright MargoMartindale PhilipBosco EdwardHerrmann SidneyLumet"
38,9277,The Sting,set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang. Comedy Crime Drama chicago bet horserace repayment conman mafiaboss violence ragtime referencetomuttandjeff offtrackbetting stingoperation alley 1930s 20thcentury PaulNewman RobertRedford RobertShaw CharlesDurning RayWalston EileenBrennan HaroldGould JohnHeffernan DanaElcar JackKehoe RobertEarlJones JamesSloyan CharlesDierkop LeePaul SallyKirkland AvonLong ArchJohnson EdBakey BradSullivan JohnQuade DimitraArliss LarryD.Mann LeonardBarr PauleneMyers JackCollins TomSpratley KenSansom Ta-Tanisha WilliamBenedict RobertBrubaker KathleenFreeman SusanFrench BruceKimball AlexanderLockwood ChuckMorrell ByronMorrow PearlShear ArthurTovey GuyWay JoeTornatore GeorgeRoyHill
39,6439,Racing Stripes,"shattered illusions are hard to repair -- especially for a good-hearted zebra named stripes who's spent his life on a kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. and with help from the young girl who raised him, he just might end up in the winner's circle. Comedy loveofanimals horse identitycrisis farm zebra FrankieMuniz MandyMoore HaydenPanettiere BruceGreenwood WendieMalick M.EmmetWalsh SnoopDogg MichaelClarkeDuncan JeffFoxworthy WhoopiGoldberg SteveHarvey DustinHoffman JoshuaJackson JoePantoliano MichaelRosenbaum DavidSpade GaryBullock FredDaltonThompson CasparPoyck ThandiPuren MorneVisser DawnMatthews MattStern JohnLesley GraemeHawkins TarrynMeaker FrederikDuChau"
40,9304,Multiplicity,"construction worker doug kinney finds that the pressures of his working life, combined with his duties to his wife laura and daughter jennifer leaves him with little time for himself. however, he is approached by geneticist dr. owen leeds, who offers doug a rather unusual solution to his problems: cloning. Comedy Fantasy ScienceFiction clone mistakeinperson cloning experimentgonewrong construction MichaelKeaton AndieMacDowell HarrisYulin EugeneLevy ZackDuhame KatieSchlossberg RichardMasur AnnCusack JohndeLancie JudithKahan BrianDoyle-Murray ObbaBabatundé JulieBowen DawnMaxey KariColeman StevenKampmann MichaelMilhoan SkipStellrecht JimPiddock RobinDuke SuzanneHerrington RobertRidgely GlennShadix DennisR.Lyell RichardPlon HaroldPlon JustineA.Johnston GeorgeWallace MichaelKlesic HaroldRamis"
41,24356,Masked and Anonymous,"amidst unrest, organizers put on a benefit concert. Drama Music journalist musical concert independentfilm BobDylan JeffBridges PenélopeCruz JohnGoodman JessicaLange LukeWilson ValKilmer AngelaBassett StevenBauer MichaelPaulChan BruceDern EdHarris CheechMarin ChrisPenn GiovanniRibisi MickeyRourke RichardC.Sarafian ChristianSlater SusanTyrrell FredWard RobertWisdom LarryCharles"
42,71,Billy Elliot,"set against the background of the 1984 miner's strike, billy elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. he faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes! Drama Comedy Music workers'quarter dancingclass strike northernengland scholarship ballet JamieBell JulieWalters JeanHeywood JamieDraven GaryLewis StephenMangan PatrickMalahide StuartWells TraceyWilkinson ZoëBell NicolaBlackwell JanineBirkett JoeRenton ColinMacLachlan TrevorFox CharlieHardwick BarbaraLeigh-Hunt StephenDaldry"
43,38073,Going the Distance,"erin and garrett are very much in love. when erin moves to san francisco to finish her journalism degree and garrett stays behind in new york to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. but just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good. Comedy Drama Romance malenudity sex sanfrancisco waitress newspaper bar nudity airplane malefemalerelationship writer newyorkcity masturbation phonesex textmessaging intern longdistancerelationship womandirector recordcompany skype DrewBarrymore JustinLong CharlieDay JasonSudeikis ChristinaApplegate RonLivingston NatalieMorales KelliGarner OliverJackson-Cohen JimGaffigan JuneDianeRaphael RobRiggle SarahBurns MattServitto LeightonMeester TaylorSchwencke MikeBirbiglia GrahamDavie ZachPage MickHazen HappyAnderson LorettaFox CaroleDavis KristenSchaal TerryBeaver CharlieHewson NanetteBurstein"
44,21309,River's Edge,"a group of high school friends discover that they are in the presence of a killer. one of them, samson, has murdered his girlfriend jamie. he brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary. Crime Drama sex police friends murder CrispinGlover KeanuReeves IoneSkye DanielRoebuck DennisHopper TaylorNegron JoshuaJohnMiller TimHunter"
